year,direction_ferme,total_value,total_relative,total_slope,total_reg,total_relative,total_peace_reg_memory,total_peace_reg_no_memory,total_avg_war_loss_memory,total_avg_war_loss_no_memory,imports_value,imports_relative,imports_slope,imports_reg,imports_relative,imports_peace_reg_memory,imports_peace_reg_no_memory,imports_avg_war_loss_memory,imports_avg_war_loss_no_memory,exports_value,exports_relative,exports_slope,exports_reg,exports_relative,exports_peace_reg_memory,exports_peace_reg_no_memory,exports_avg_war_loss_memory,exports_avg_war_loss_no_memory,total_no_colonial_product_value,total_no_colonial_product_relative,total_no_colonial_product_slope,total_no_colonial_product_reg,total_no_colonial_product_relative,total_no_colonial_product_peace_reg_memory,total_no_colonial_product_peace_reg_no_memory,total_no_colonial_product_avg_war_loss_memory,total_no_colonial_product_avg_war_loss_no_memory,total_no_colonial_trade_value,total_no_colonial_trade_relative,total_no_colonial_trade_slope,total_no_colonial_trade_reg,total_no_colonial_trade_relative,total_no_colonial_trade_peace_reg_memory,total_no_colonial_trade_peace_reg_no_memory,total_no_colonial_trade_avg_war_loss_memory,total_no_colonial_trade_avg_war_loss_no_memory,imports_no_colonial_product_value,imports_no_colonial_product_relative,imports_no_colonial_product_slope,imports_no_colonial_product_reg,imports_no_colonial_product_relative,imports_no_colonial_product_peace_reg_memory,imports_no_colonial_product_peace_reg_no_memory,imports_no_colonial_product_avg_war_loss_memory,imports_no_colonial_product_avg_war_loss_no_memory,exports_no_colonial_product_value,exports_no_colonial_product_relative,exports_no_colonial_product_slope,exports_no_colonial_product_reg,exports_no_colonial_product_relative,exports_no_colonial_product_peace_reg_memory,exports_no_colonial_product_peace_reg_no_memory,exports_no_colonial_product_avg_war_loss_memory,exports_no_colonial_product_avg_war_loss_no_memory,imports_no_colonial_trade_value,imports_no_colonial_trade_relative,imports_no_colonial_trade_slope,imports_no_colonial_trade_reg,imports_no_colonial_trade_relative,imports_no_colonial_trade_peace_reg_memory,imports_no_colonial_trade_peace_reg_no_memory,imports_no_colonial_trade_avg_war_loss_memory,imports_no_colonial_trade_avg_war_loss_no_memory,exports_no_colonial_trade_value,exports_no_colonial_trade_relative,exports_no_colonial_trade_slope,exports_no_colonial_trade_reg,exports_no_colonial_trade_relative,exports_no_colonial_trade_peace_reg_memory,exports_no_colonial_trade_peace_reg_no_memory,exports_no_colonial_trade_avg_war_loss_memory,exports_no_colonial_trade_avg_war_loss_no_memory
1764,Marseille,170896325.58873492,0.3055428041779547,1.1,129630017.20397691,0.3055428041779547,,,-39.5%,-30.6%,85098107.90470755,0.3653478653743962,1.8,69802319.03211658,0.3653478653743962,,,-40.0%,-29.8%,85798217.68402737,0.26286468712892436,0.3,56836828.947814,0.26286468712892436,,,-41.6%,-33.6%,142139358.75212944,,0.9,109379972.44649549,,,,-38.2%,-27.0%,131199525.23608553,,1.5,113963230.08743326,,,,-35.9%,-21.0%,70510017.87171553,,1.6,59511427.76027841,,,,-38.0%,-24.8%,71629340.88041389,,0.1,47886040.50390053,,,,-40.0%,-29.9%,65599762.61804277,,1.5,56897330.75458553,,,,-35.4%,-19.2%,65599762.61804277,,1.5,56981615.04371673,,,,-35.9%,-21.0%
1764,Rouen,50161964.588806435,0.08968377330957358,2.5,57197197.94940773,0.08968377330957358,,,30.0%,25.3%,26470996.89019312,0.11364673605897338,3.3,33221977.47926171,0.11364673605897338,,,53.9%,47.8%,23690967.69861332,0.07258331210109495,1.3,23480113.06532652,0.07258331210109495,,,6.6%,3.6%,34558337.86020608,,2.0,40025195.0103482,,,,97.5%,93.3%,28335153.8018404,,3.1,37487226.13706824,,,,157.2%,145.3%,18982903.0009202,,3.0,23914168.22083972,,,,126.8%,119.7%,15575434.85928588,,0.1,15585401.47252588,,,,71.2%,70.8%,14167576.9009202,,3.1,18743613.068534087,,,,157.2%,145.3%,14167576.9009202,,3.1,18743613.068534087,,,,157.2%,145.3%
1764,Bordeaux,,0.0,3.7,82343647.83047377,0.0,,,-49.2%,-57.2%,,0.0,4.2,31291864.675581228,0.0,,,-38.5%,-53.8%,68010327.70630482,0.20836695675767633,3.2,49055833.17360021,0.20836695675767633,,,-56.9%,-60.6%,,,2.2,42257140.66984378,,,,-53.2%,-55.5%,,,3.0,17888988.95960624,,,,-46.2%,-38.5%,,,2.9,13472698.720779363,,,,-47.7%,-40.4%,33894679.10345652,,1.9,28278474.749479115,,,,-53.5%,-55.1%,,,3.0,9219821.533700708,,,,-47.0%,-41.8%,,,3.0,8944494.47980323,,,,-46.2%,-38.5%
1764,Nantes,42213765.42899638,0.07547331529599702,1.2,32869857.57051208,0.07547331529599702,,,-41.9%,-38.6%,18930458.928576328,0.08127328480508368,1.1,14130592.794768365,0.08127328480508368,,,-48.6%,-46.3%,23283306.50042005,0.07133433821550308,0.6,16103546.931119539,0.07133433821550308,,,-24.4%,13.7%,21095358.110057916,,0.6,19317671.85564252,,,,-23.1%,6.9%,6621347.04136156,,-0.2,9340929.018730896,,,,-30.2%,53.9%,7202041.48135166,,0.0,6852754.171214163,,,,-34.6%,31.5%,13893316.628706258,,0.6,10766396.54833146,,,,-6.7%,42.0%,3310673.52068078,,-0.1,4705455.948954298,,,,-31.5%,56.8%,3310673.52068078,,-0.2,4670464.509365447,,,,-30.2%,53.9%
1764,Bayonne,20355339.127839804,0.0363929849029088,0.1,18043272.387313187,0.0363929849029088,,,22.6%,40.3%,7915937.524806065,0.03398513725315143,0.3,6511835.92320546,0.03398513725315143,,,13.4%,23.8%,12439401.60303374,0.03811127432150891,-0.4,11603900.610996615,0.03811127432150891,,,29.2%,49.7%,17378046.25181397,,0.3,15993275.589570442,,,,31.5%,49.0%,13107959.20211529,,0.5,10754233.336216547,,,,29.0%,37.4%,6643853.751051955,,0.4,5471715.342063995,,,,28.9%,36.9%,10734192.500762016,,0.2,10436587.189108485,,,,31.3%,52.7%,6553979.601057645,,0.5,5354401.155010072,,,,30.1%,37.3%,6553979.601057645,,0.5,5377116.668108292,,,,29.0%,37.4%
1764,La Rochelle,,0.0,-0.7,14247695.304850005,0.0,,,47.4%,42.5%,8847346.48137101,0.03798391328296222,-0.5,6289701.585218903,0.03798391328296222,,,149.9%,144.1%,,0.0,-0.8,7882500.730927576,0.0,,,-0.4%,-1.6%,,,-1.3,10684149.441009328,,,,44.1%,34.1%,,,1.8,4273287.4271529,,,,8.1%,-17.7%,4220042.21111232,,-1.0,4097351.640722254,,,,99.7%,86.6%,,,-1.4,6429037.612353454,,,,7.4%,2.2%,1375003.63684811,,1.8,2109776.7577326884,,,,9.3%,-17.2%,,,1.8,2136643.7135764537,,,,8.1%,-17.7%
1769,Marseille,151407884.4146128,0.26674802847375434,1.1,137176330.8784242,0.26674802847375434,,,-39.5%,-30.6%,82762431.88339989,0.2850242901796757,1.8,76374451.49372308,0.2850242901796757,,,-40.0%,-29.8%,68645452.53121291,0.2476059929222807,0.3,57628915.38550804,0.2476059929222807,,,-41.6%,-33.6%,124658608.35367641,,0.9,114380509.25759862,,,,-38.2%,-27.0%,129099151.37968625,,1.5,122665277.34764436,,,,-35.9%,-21.0%,68691452.99475725,,1.6,64464979.87762249,,,,-38.0%,-24.8%,55967155.35891916,,0.1,48051953.90926664,,,,-40.0%,-29.9%,64549575.689843126,,1.5,61448409.73834814,,,,-35.4%,-19.2%,64549575.689843126,,1.5,61332638.67382206,,,,-35.9%,-21.0%
1769,Rouen,80927211.65017723,0.14257628815715478,2.5,64947728.60993005,0.14257628815715478,,,30.0%,25.3%,56522477.477870375,0.19465690719460405,3.3,39225664.91625815,0.19465690719460405,,,53.9%,47.8%,24404734.17230685,0.08802853231961323,1.3,25009143.361147434,0.08802853231961323,,,6.6%,3.6%,59443779.36049956,,2.0,44213297.4004397,,,,97.5%,93.3%,78152964.65368217,,3.1,43805665.47418813,,,,157.2%,145.3%,44485037.933381,,3.0,27824963.80410613,,,,126.8%,119.7%,14958741.42711856,,0.1,15670356.541364916,,,,71.2%,70.8%,39076482.326841086,,3.1,21902832.737094022,,,,157.2%,145.3%,39076482.326841086,,3.1,21902832.737094022,,,,157.2%,145.3%
1769,Bordeaux,115393224.7248897,0.20329796769568004,3.7,99109232.9032935,0.20329796769568004,,,-49.2%,-57.2%,59462168.85131933,0.2047808659521845,4.2,38519306.26779931,0.2047808659521845,,,-38.5%,-53.8%,55931055.87357037,0.20174482233138324,3.2,57478509.305542104,0.20174482233138324,,,-56.9%,-60.6%,48318279.142484,,2.2,47258700.22845227,,,,-53.2%,-55.5%,16861498.37076393,,3.0,20757739.551886424,,,,-46.2%,-38.5%,17319323.93568237,,2.9,15593933.537251024,,,,-47.7%,-40.4%,30998955.20680163,,1.9,31079863.467707433,,,,-53.5%,-55.1%,8430749.185381966,,3.0,10735921.975549472,,,,-47.0%,-41.8%,8430749.185381966,,3.0,10378869.77594334,,,,-46.2%,-38.5%
1769,Nantes,52252637.26122973,0.09205787417132712,1.2,34867578.1181696,0.09205787417132712,,,-41.9%,-38.6%,25702283.24397733,0.08851570538589963,1.1,14910834.068407848,0.08851570538589963,,,-48.6%,-46.3%,26550354.0172524,0.09576784078873472,0.6,16598332.83783723,0.09576784078873472,,,-24.4%,13.7%,29386168.490916498,,0.6,19860196.57867,,,,-23.1%,6.9%,18781909.6827652,,-0.2,9248495.891137123,,,,-30.2%,53.9%,11900824.27066165,,0.0,6860551.400164483,,,,-34.6%,31.5%,17485344.22025485,,0.6,11101521.713911632,,,,-6.7%,42.0%,9390954.8413826,,-0.1,4670723.696287202,,,,-31.5%,56.8%,9390954.8413826,,-0.2,4624247.945568552,,,,-30.2%,53.9%
1769,Bayonne,16898319.79707307,0.029771193936273067,0.1,18131197.69740632,0.029771193936273067,,,22.6%,40.3%,7607360.13637463,0.02619887276954514,0.3,6601155.011731832,0.02619887276954514,,,13.4%,23.8%,9290959.66069844,0.03351274129837025,-0.4,11372967.867539687,0.03351274129837025,,,29.2%,49.7%,15509793.641637892,,0.3,16257441.262391452,,,,31.5%,49.0%,13346173.7700387,,0.5,11030773.244661616,,,,29.0%,37.4%,6698594.88519835,,0.4,5580240.104480892,,,,28.9%,36.9%,8811198.75643954,,0.2,10516052.203351567,,,,31.3%,52.7%,6673086.88501935,,0.5,5480863.288849774,,,,30.1%,37.3%,6673086.88501935,,0.5,5515386.622330798,,,,29.0%,37.4%
1769,La Rochelle,10713790.469201192,0.018875387475293826,-0.7,13734430.313733432,0.018875387475293826,,,47.4%,42.5%,4993416.53080623,0.017196751833847123,-0.5,6125043.646535439,0.017196751833847123,,,149.9%,144.1%,5720373.938394961,0.0206335425971442,-0.8,7563430.955049703,0.0206335425971442,,,-0.4%,-1.6%,7920831.907143211,,-1.3,10025675.193409834,,,,44.1%,34.1%,4596418.7515989,,1.8,4685879.324407475,,,,8.1%,-17.7%,3374441.1247436,,-1.0,3904825.452115396,,,,99.7%,86.6%,4546390.782399612,,-1.4,6006441.599240387,,,,7.4%,2.2%,2298209.37579945,,1.8,2311344.3472224143,,,,9.3%,-17.2%,2298209.37579945,,1.8,2342939.662203758,,,,8.1%,-17.7%
1758,Marseille,,0.0,1.1,121120388.2262294,0.0,168481512.697697,135582241.13426632,-39.5%,-30.6%,36837276.13591482,0.29294446307754707,1.8,62657916.25113535,0.29294446307754707,87247448.20310876,69248627.99456377,-40.0%,-29.8%,,0.0,0.3,55900682.74192247,0.0,76542630.49125656,62833163.68624761,-41.6%,-33.6%,,,0.9,103667052.38475734,,144858066.30174312,112453184.2496325,-38.2%,-27.0%,,,1.5,104331746.14016314,,159746383.2608438,112835507.21331011,-35.9%,-21.0%,33598548.63557802,,1.6,54066989.9106956,,75245363.81711917,56494010.203237176,-38.0%,-24.8%,,,0.1,47687700.42440571,,64269530.80512364,51681290.13741663,-40.0%,-29.9%,33579598.63512802,,1.5,51878736.01029478,,73539130.66875984,51992870.14349225,-35.4%,-19.2%,,,1.5,52165873.07008147,,79873191.63042176,56417753.60665455,-35.9%,-21.0%
1758,Rouen,,0.0,2.5,49107485.495426446,0.0,42683256.85514293,42683256.85514293,30.0%,25.3%,,0.0,3.3,27217715.989441685,0.0,19826215.17808375,19826215.17808375,53.9%,47.8%,,0.0,1.3,21768165.22673407,0.0,23390402.46364891,23390402.46364891,6.6%,3.6%,,,2.0,35519767.78020285,,25074852.293490905,25074852.293490905,97.5%,93.3%,,,3.1,31096172.337059136,,17405973.277499244,17405973.277499244,157.2%,145.3%,,,3.0,19939767.317915346,,11772899.609895226,11772899.609895226,126.8%,119.7%,,,0.1,15484063.1280437,,13607981.399804043,13607981.399804043,71.2%,70.8%,,,3.1,15548086.168529538,,8702986.638749853,8702986.638749853,157.2%,145.3%,,,3.1,15548086.168529538,,8702986.638749853,8702986.638749853,157.2%,145.3%
1758,Bordeaux,31759352.62040118,0.10874004833368103,3.7,65924870.827388965,0.10874004833368103,117838820.91855529,135033818.7876812,-49.2%,-57.2%,4681610.656391414,0.037230003516399976,4.2,24385688.804268867,0.037230003516399976,36150686.17847423,31348121.470215287,-38.5%,-53.8%,27077741.964009766,0.16280662907201288,3.2,40561391.756198,0.16280662907201288,80218895.37782186,106866909.09555627,-56.9%,-60.6%,30521420.05424381,,2.2,36948950.59229257,,62688313.28758476,69167804.5493837,-53.2%,-55.5%,8346756.944408508,,3.0,14964860.78451663,,21370831.869579054,13183459.179794008,-46.2%,-38.5%,4269072.852204254,,2.9,11304550.575362977,,14267494.318810713,9402716.238784082,-47.7%,-40.4%,26252347.202039555,,1.9,25248072.935561508,,46753115.56943757,63626532.216367275,-53.5%,-55.1%,4173378.472204254,,3.0,7680373.070819082,,10751724.740867143,6591729.589896899,-47.0%,-41.8%,4173378.472204254,,3.0,7482430.392258355,,10685415.934789432,6591729.589896899,-46.2%,-38.5%
1758,Nantes,6539151.7942396235,0.0223892372954141,1.2,30623094.16559498,0.0223892372954141,29754044.344740715,26092750.98771311,-41.9%,-38.6%,3041718.790162194,0.02418894042353497,1.1,13248005.94414147,0.02418894042353497,15978676.427382138,13057152.194547527,-48.6%,-46.3%,3497433.00407743,0.021028536225652487,0.6,15529233.939825948,0.021028536225652487,17394901.177343987,19140281.633571852,-24.4%,13.7%,5707331.839890474,,0.6,18686169.094626542,,14366181.068027604,10439103.000331467,-23.1%,6.9%,4734808.073083548,,-0.2,9453069.016219504,,8386305.020316384,2834308.481244497,-30.2%,53.9%,2551087.2358070742,,0.0,6843409.193152668,,6402658.648251858,2783780.2733532134,-34.6%,31.5%,3156244.6040834,,0.6,10377573.130691743,,9548645.790188584,12610484.97588453,-6.7%,42.0%,2367404.036541774,,-0.1,4747475.743409306,,4193152.5101581845,1417154.2406222457,-31.5%,56.8%,2367404.036541774,,-0.2,4726534.508109743,,4193152.5101581845,1417154.2406222457,-30.2%,53.9%
1758,Bayonne,15894623.24683211,0.05442120060709036,0.1,17938324.660496626,0.05442120060709036,17654904.461511463,17654904.461511463,22.6%,40.3%,4042965.1683435,0.03215124419383727,0.3,6406246.8747457415,0.03215124419383727,6770492.110623688,6770492.110623688,13.4%,23.8%,11851658.07848861,0.07125884068315011,-0.4,11887217.970424717,0.07125884068315011,10928232.575599086,10928232.575599086,29.2%,49.7%,14635349.21425688,,0.3,15681936.597415878,,14759981.558543514,14759981.558543514,31.5%,49.0%,7109123.3390406,,0.5,10431521.390966835,,9385534.837216018,9385534.837216018,29.0%,37.4%,3554561.6695203,,0.4,5344267.985620509,,4988224.497093784,4988224.497093784,28.9%,36.9%,11080787.54473658,,0.2,10342021.406893974,,9921561.011772698,9921561.011772698,31.3%,52.7%,3554561.6695203,,0.5,5206492.284657509,,4692767.418608,4692767.418608,30.1%,37.3%,3554561.6695203,,0.5,5215760.695483426,,4692767.418608,4692767.418608,29.0%,37.4%
1758,La Rochelle,7892832.619919437,0.02702407101423002,-0.7,14888994.909224162,0.02702407101423002,20791080.818215717,15831112.950460147,47.4%,42.5%,2489366.12840043,0.019796415489491404,-0.5,6493144.44950204,0.019796415489491404,10470326.853373151,8337557.097408553,149.9%,144.1%,5403466.491519007,0.03248868262195057,-0.8,8283201.519699755,0.03248868262195057,10303070.405372174,7558818.3616327895,-0.4%,-1.6%,7586784.620068387,,-1.3,11531652.378762517,,16016204.294508496,13954470.860519515,44.1%,34.1%,2525963.45211486,,1.8,3825844.4715072885,,4739491.705523677,7280930.3559102,8.1%,-17.7%,2354563.62840043,,-1.0,4340953.878745688,,7580454.801024504,7388461.036279878,99.7%,86.6%,5232220.991667957,,-1.4,6975581.4789625285,,8423213.82912079,6638322.831474954,7.4%,2.2%,1262981.72605743,,1.8,1890961.6689358435,,2369745.852761834,3640465.1779550933,9.3%,-17.2%,1262981.72605743,,1.8,1912922.235753661,,2369745.852761834,3640465.1779550933,8.1%,-17.7%
1747,Marseille,74418213.11469391,0.2349028236830506,1.1,106943729.65168639,0.2349028236830506,157918215.64789405,157918215.64789405,-39.5%,-30.6%,35600040.11585112,0.26523055990406946,1.8,51404813.941701025,0.26523055990406946,83515657.30117384,83515657.30117384,-40.0%,-29.8%,38818172.9988428,0.21260765671829313,0.3,54224278.040098175,0.21260765671829313,69240024.84175745,69240024.84175745,-41.6%,-33.6%,69839685.99976051,,0.9,93957072.05622636,,143568815.19998568,143568815.19998568,-38.2%,-27.0%,68075928.23187415,,1.5,88738341.3466393,,135728515.724472,135728515.724472,-35.9%,-21.0%,34037964.11593708,,1.6,45346161.64547945,,72979970.39535652,72979970.39535652,-38.0%,-24.8%,35801721.883823425,,0.1,47326208.13009873,,64320138.92377951,64320138.92377951,-40.0%,-29.9%,34037964.11593708,,1.5,43799396.29822887,,61266851.09179798,61266851.09179798,-35.4%,-19.2%,34037964.11593708,,1.5,44369170.67331973,,67864257.86223587,67864257.86223587,-35.9%,-21.0%
1747,Rouen,,0.0,2.5,37130553.80530753,0.0,,,30.0%,25.3%,,0.0,3.3,18885698.05670441,0.0,,,53.9%,47.8%,,0.0,1.3,18947191.05311458,0.0,,,6.6%,3.6%,,,2.0,28535621.121689726,,,,97.5%,93.3%,,,3.1,22074129.53436026,,,,157.2%,145.3%,,,3.0,14289122.655891182,,,,126.8%,119.7%,,,0.1,15299984.420926163,,,,71.2%,70.8%,,,3.1,11037064.76718011,,,,157.2%,145.3%,,,3.1,11037064.76718011,,,,157.2%,145.3%
1747,Bordeaux,41561901.25071489,0.13119110971372316,3.7,43851500.67550866,0.13119110971372316,136777273.831927,136777273.831927,-49.2%,-57.2%,20593033.58523307,0.15342403576401398,4.2,15438019.945747757,0.15342403576401398,36109939.61307012,36109939.61307012,-38.5%,-53.8%,20968867.66548182,0.1148467708288841,3.2,28623332.808687188,0.1148467708288841,108366457.06960236,108366457.06960236,-56.9%,-60.6%,17008904.47689854,,2.2,28888330.471893694,,94939465.31813589,94939465.31813589,-53.2%,-55.5%,8616353.57503896,,3.0,10788605.268901268,,55848997.020615384,55848997.020615384,-46.2%,-38.5%,7251971.78505778,,2.9,8195037.08962629,,19856833.858060952,19856833.858060952,-47.7%,-40.4%,9756932.69184076,,1.9,20510553.00232486,,78216630.69632474,78216630.69632474,-53.5%,-55.1%,4308176.78751948,,3.0,5494463.413697069,,26590273.181962773,26590273.181962773,-47.0%,-41.8%,4308176.78751948,,3.0,5394302.634450701,,27924498.51030764,27924498.51030764,-46.2%,-38.5%
1747,Nantes,,0.0,1.2,26895297.77768593,0.0,49129073.4282306,49129073.4282306,-41.9%,-38.6%,,0.0,1.1,11770613.279633103,0.0,45343789.02018678,45343789.02018678,-48.6%,-46.3%,,0.0,0.6,14528995.719865622,0.0,13551994.805240542,13551994.805240542,-24.4%,13.7%,,,0.6,17581543.77021584,,33741712.93515794,33741712.93515794,-23.1%,6.9%,,,-0.2,9662167.219108978,,155148135.74107653,155148135.74107653,-30.2%,53.9%,,,0.0,6826309.818741934,,43860489.33209423,43860489.33209423,-34.6%,31.5%,,,0.6,9700834.431364555,,8271739.06575189,8271739.06575189,-6.7%,42.0%,,,-0.1,4825489.024789835,,77574067.87053372,77574067.87053372,-31.5%,56.8%,,,-0.2,4831083.60955448,,77574067.87053372,77574067.87053372,-30.2%,53.9%
1747,Bayonne,,0.0,0.1,17747503.336274996,0.0,,,22.6%,40.3%,,0.0,0.3,6217093.667282723,0.0,,,13.4%,23.8%,12752367.735913679,0.06984488997005081,-0.4,12424720.857578315,0.06984488997005081,,,29.2%,49.7%,,,0.3,15126804.487632912,,,,31.5%,49.0%,,,0.5,9864824.171130637,,,,29.0%,37.4%,,,0.4,5118274.441129128,,,,28.9%,36.9%,9514095.241400063,,0.2,10170870.656819759,,,,31.3%,52.7%,,,0.5,4945856.242272204,,,,30.1%,37.3%,,,0.5,4932412.085565317,,,,29.0%,37.4%
1747,La Rochelle,47706829.27353595,0.15058771819806152,-0.7,16140616.271883965,0.15058771819806152,6554848.815469976,6554848.815469976,47.4%,42.5%,11180400.85292304,0.08329720889422143,-0.5,6883367.2501169825,0.08329720889422143,1015652.3014705472,1015652.3014705472,149.9%,144.1%,36526428.42061291,0.2000557407744687,-0.8,9071468.732076941,0.2000557407744687,8908489.55381297,8908489.55381297,-0.4%,-1.6%,38153804.21329721,,-1.3,13263845.478659647,,5231504.456952391,5231504.456952391,44.1%,34.1%,1930034.92510648,,1.8,3123658.316150477,,919954.6553990665,919954.6553990665,8.1%,-17.7%,5061472.21759104,,-1.0,4825793.318671586,,689849.0760232756,689849.0760232756,99.7%,86.6%,33092331.99570617,,-1.4,8101092.163419812,,7134931.393649759,7134931.393649759,7.4%,2.2%,965017.46255324,,1.8,1547037.3497923983,,459977.3276995324,459977.3276995324,9.3%,-17.2%,965017.46255324,,1.8,1561829.1580752411,,459977.3276995324,459977.3276995324,8.1%,-17.7%
1765,Marseille,160257892.32954246,0.2974463645600525,1.1,131105315.33200581,0.2974463645600525,,,-39.5%,-30.6%,79928781.17570402,0.36311088574609685,1.8,71069866.87477654,0.36311088574609685,,,-40.0%,-29.8%,80329111.15383844,0.2520865370590231,0.3,56994370.457521245,0.2520865370590231,,,-41.6%,-33.6%,131240655.19075802,,0.9,110362277.15006208,,,,-38.2%,-27.0%,119873828.65299031,,1.5,115652793.97985311,,,,-35.9%,-21.0%,65394596.74358788,,1.6,60470709.758986235,,,,-38.0%,-24.8%,65846058.447170146,,0.1,47919177.29239861,,,,-40.0%,-29.9%,59936914.326495156,,1.5,57779748.04499725,,,,-35.4%,-19.2%,59936914.326495156,,1.5,57826396.98992644,,,,-35.9%,-21.0%
1765,Rouen,,0.0,2.5,58669528.26696038,0.0,,,30.0%,25.3%,,0.0,3.3,34344282.39080108,0.0,,,53.9%,47.8%,,0.0,1.3,23778251.17602463,0.0,,,6.6%,3.6%,,,2.0,40829808.81546535,,,,97.5%,93.3%,,,3.1,38673430.831260815,,,,157.2%,145.3%,,,3.0,24649672.04576488,,,,126.8%,119.7%,,,0.1,15602355.560206963,,,,71.2%,70.8%,,,3.1,19336715.41563037,,,,157.2%,145.3%,,,3.1,19336715.41563037,,,,157.2%,145.3%
1765,Bordeaux,73105566.77960373,0.13568745196636245,3.7,85452919.47227961,0.13568745196636245,,,-49.2%,-57.2%,12208544.567678876,0.055462567631246365,4.2,32619766.364119317,0.055462567631246365,,,-38.5%,-53.8%,60897022.21192486,0.19110530698156497,3.2,50635327.61569561,0.19110530698156497,,,-56.9%,-60.6%,46128394.732568584,,2.2,43213201.26167411,,,,-53.2%,-55.5%,10730445.433618475,,3.0,18429122.147549026,,,,-46.2%,-38.5%,9094070.143309936,,2.9,13872502.580287274,,,,-47.7%,-40.4%,37034324.58925865,,1.9,28817785.570237987,,,,-53.5%,-55.1%,5365222.716809237,,3.0,9504863.426955558,,,,-47.0%,-41.8%,5365222.716809237,,3.0,9214561.073774561,,,,-46.2%,-38.5%
1765,Nantes,39633276.01560693,0.07356126862198988,1.2,33260028.29137273,0.07356126862198988,,,-41.9%,-38.6%,16108269.93565357,0.0731787483574232,1.1,14283304.42527746,0.0731787483574232,,,-48.6%,-46.3%,23525006.079953365,0.07382550649204504,0.6,16201309.867342824,0.07382550649204504,,,-24.4%,13.7%,23363762.806199074,,0.6,19424978.027026422,,,,-23.1%,6.9%,6207370.26055084,,-0.2,9322368.781992689,,,,-30.2%,53.9%,6479597.70589309,,0.0,6854312.907738374,,,,-34.6%,31.5%,16884165.100305986,,0.6,10832602.321089052,,,,-6.7%,42.0%,3103685.13027542,,-0.1,4698488.897659611,,,,-31.5%,56.8%,3103685.13027542,,-0.2,4661184.390996335,,,,-30.2%,53.9%
1765,Bayonne,25243299.2192745,0.046852778812508225,0.1,18060823.272234865,0.046852778812508225,,,22.6%,40.3%,8586017.940574985,0.03900568147762201,0.3,6529602.528798742,0.03900568147762201,,,13.4%,23.8%,16657281.278699514,0.05227340741171401,-0.4,11557341.940947304,0.05227340741171401,,,29.2%,49.7%,22569059.33706683,,0.3,16045763.079774328,,,,31.5%,49.0%,13747589.50330339,,0.5,10808981.052936828,,,,29.0%,37.4%,7078135.752759695,,0.4,5493250.119258537,,,,28.9%,36.9%,15490923.584307134,,0.2,10452432.007676786,,,,31.3%,52.7%,6873794.751651695,,0.5,5379457.966711034,,,,30.1%,37.3%,6873794.751651695,,0.5,5404490.526468423,,,,29.0%,37.4%
1765,La Rochelle,11571510.030043714,0.021477279782445978,-0.7,14143530.299138762,0.021477279782445978,,,47.4%,42.5%,4171057.278243182,0.01894882269593479,-0.5,6256419.633492755,0.01894882269593479,,,149.9%,144.1%,7400452.751800532,0.023223890817086066,-0.8,7817627.717394021,0.023223890817086066,,,-0.4%,-1.6%,8161223.778470074,,-1.3,10549082.511330657,,,,44.1%,34.1%,1837711.7587006,,1.8,4352791.893006429,,,,8.1%,-17.7%,2208715.262079642,,-1.0,4058101.5905135614,,,,99.7%,86.6%,5952508.516390432,,-1.4,6342204.2599263415,,,,7.4%,2.2%,918855.8793503,,1.8,2148632.464289739,,,,9.3%,-17.2%,918855.8793503,,1.8,2176395.9465032336,,,,8.1%,-17.7%
1779,Marseille,90291903.57251517,0.20376013258214515,1.1,153612440.79331064,0.20376013258214515,176345506.2826092,165362001.45477745,-39.5%,-30.6%,55490251.31357413,0.26657258530647576,1.8,91433345.35894154,0.26657258530647576,101524496.60622519,93750461.71235505,-40.0%,-29.8%,34801652.25894105,0.14811323426907122,0.3,59246357.99745999,0.14811323426907122,77458016.90817949,73537098.83127132,-41.6%,-33.6%,79140647.7731889,,0.9,125077864.62868677,,142500628.86935225,130780097.09506348,-38.2%,-27.0%,102940014.17608236,,1.5,142113532.64956164,,148502659.14541498,136358664.16750994,-35.9%,-21.0%,52189930.03864087,,1.6,75643360.58964512,,82627549.92907538,75084493.85753475,-38.0%,-24.8%,26950717.734548036,,0.1,48385507.259687096,,62359156.558853894,57759819.320366144,-40.0%,-29.9%,51470007.08804118,,1.5,71671774.74588919,,76862821.31902093,70520148.08549453,-35.4%,-19.2%,51470007.08804118,,1.5,71056766.32478069,,74251329.57270762,68179332.08375461,-35.9%,-21.0%
1779,Rouen,,0.0,2.5,83741819.8791037,0.0,69575892.93601632,77947543.97032076,30.0%,25.3%,,0.0,3.3,54683963.30746967,0.0,44542710.773816265,51187056.97240733,53.9%,47.8%,,0.0,1.3,28372400.426361874,0.0,24592791.298147686,26647502.990666572,6.6%,3.6%,,,2.0,53950044.03043804,,42144055.2459274,45740949.74586173,97.5%,93.3%,,,3.1,59816945.837739065,,44357674.523563325,55072441.17285466,157.2%,145.3%,,,3.0,37669795.65942139,,29421170.032668803,33869978.66244605,126.8%,119.7%,,,0.1,15841658.457920758,,12726695.249483071,12788532.613416573,71.2%,70.8%,,,3.1,29908472.918869477,,22178837.26178162,27536220.586427674,157.2%,145.3%,,,3.1,29908472.918869477,,22178837.26178162,27536220.586427674,157.2%,145.3%
